DMA,DMA_code,Assignments,Assignment_Rank,Mushroom_Coffee,Luwak_Coffee,Kopi_Luwak,Functional_Food,Beta_Glucan,Health_Supplement,dma_rank, dma_tv_home ,dem_rank,zipcode, return_cnt , elderly_cnt , single_cnt , married_joint_cnt , head_household_cnt ,elerly_perc,single_perc,married_joint_perc,head_household_perc,return_perc, wage_per_capita , total_agi_per_capita , total_tax_per_capita , single_cnt_100K , married_joint_100K , head_household_100K , elderly_cnt_100K , return_cnt_100K ,elerly_perc_100K,100K_given_elerly_perc,100K_given_single_perc,100K_given_married_joint_perc,100K_given_head_household_perc,return_perc_100K, wage_per_capita_100K , total_agi_per_capita_100K , total_tax_per_capita_100K 
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47868," 1,230 ", 390 , 570 , 520 , 140 ,31.7%,46.3%,42.3%,11.4%,100.0%," 52,162 "," 68,822 "," 69,272 ", -   , 130 , -   , 50 , 150 ,33.3%,12.8%,0.0%,25.0%,0.0%,12.2%," 109,367 "," 146,993 "," 147,913 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46156, 650 , 170 , 290 , 300 , 70 ,26.2%,44.6%,46.2%,10.8%,100.0%," 40,599 "," 112,809 "," 113,807 ", -   , 90 , -   , 30 , 90 ,33.3%,17.6%,0.0%,30.0%,0.0%,13.8%," 52,771 "," 240,604 "," 242,311 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46182, 900 , 290 , 410 , 390 , 70 ,32.2%,45.6%,43.3%,7.8%,100.0%," 49,293 "," 66,258 "," 66,939 ", -   , 140 , -   , 50 , 150 ,33.3%,17.2%,0.0%,35.9%,0.0%,16.7%," 98,413 "," 140,420 "," 141,933 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47358, 410 , 130 , 200 , 170 , 40 ,31.7%,48.8%,41.5%,9.8%,100.0%," 47,240 "," 72,542 "," 73,242 ", -   , 50 , -   , -   , 50 ,0.0%,0.0%,0.0%,29.4%,0.0%,12.2%," 84,340 "," 165,820 "," 167,880 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46951, 970 , 360 , 390 , 460 , 90 ,37.1%,40.2%,47.4%,9.3%,100.0%," 46,736 "," 67,100 "," 67,749 ", -   , 110 , -   , 40 , 120 ,33.3%,11.1%,0.0%,23.9%,0.0%,12.4%," 92,075 "," 143,925 "," 145,283 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47451, 600 , 190 , 310 , 220 , 80 ,31.7%,51.7%,36.7%,13.3%,100.0%," 53,291 "," 69,727 "," 70,099 ", -   , 60 , -   , -   , 70 ,0.0%,0.0%,0.0%,27.3%,0.0%,11.7%," 107,443 "," 144,286 "," 145,114 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46035, 580 , 150 , 250 , 240 , 70 ,25.9%,43.1%,41.4%,12.1%,100.0%," 51,688 "," 69,919 "," 70,325 ", -   , 70 , -   , 30 , 80 ,37.5%,20.0%,0.0%,29.2%,0.0%,13.8%," 99,688 "," 149,638 "," 150,288 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47470, 750 , 230 , 320 , 350 , 70 ,30.7%,42.7%,46.7%,9.3%,100.0%," 51,390 "," 69,103 "," 69,560 ", -   , 90 , -   , 30 , 110 ,27.3%,13.0%,0.0%,25.7%,0.0%,14.7%," 97,318 "," 141,518 "," 142,155 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46133, 400 , 130 , 200 , 160 , 30 ,32.5%,50.0%,40.0%,7.5%,100.0%," 48,633 "," 65,776 "," 66,174 ", -   , 40 , -   , -   , 50 ,0.0%,0.0%,0.0%,25.0%,0.0%,12.5%," 79,560 "," 117,660 "," 118,680 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47987," 1,810 ", 560 , 850 , 750 , 180 ,30.9%,47.0%,41.4%,9.9%,100.0%," 59,032 "," 111,427 "," 113,254 ", -   , 220 , -   , 70 , 240 ,29.2%,12.5%,0.0%,29.3%,0.0%,13.3%," 104,260 "," 238,771 "," 243,312 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46933," 3,160 ", 950 ," 1,570 "," 1,060 ", 480 ,30.1%,49.7%,33.5%,15.2%,100.0%," 67,365 "," 107,900 "," 108,866 ", -   , 250 , -   , 80 , 270 ,29.6%,8.4%,0.0%,23.6%,0.0%,8.5%," 125,354 "," 225,273 "," 227,537 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46913, 630 , 210 , 240 , 320 , 50 ,33.3%,38.1%,50.8%,7.9%,100.0%," 50,012 "," 71,492 "," 72,434 ", -   , 130 , -   , 40 , 130 ,30.8%,19.0%,0.0%,40.6%,0.0%,20.6%," 106,623 "," 161,446 "," 164,531 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47390," 2,270 ", 700 ," 1,060 ", 820 , 320 ,30.8%,46.7%,36.1%,14.1%,100.0%," 44,016 "," 119,178 "," 120,063 ", -   , 170 , -   , 60 , 190 ,31.6%,8.6%,0.0%,20.7%,0.0%,8.4%," 55,382 "," 259,459 "," 261,182 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46127, 170 , 70 , 80 , 70 , -   ,41.2%,47.1%,41.2%,0.0%,100.0%," 40,678 "," 68,788 "," 69,673 ", -   , 20 , -   , -   , 30 ,0.0%,0.0%,0.0%,28.6%,,17.6%," 74,033 "," 126,067 "," 126,067 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46115, 950 , 270 , 400 , 430 , 110 ,28.4%,42.1%,45.3%,11.6%,100.0%," 74,079 "," 118,233 "," 118,795 ", -   , 140 , -   , 40 , 150 ,26.7%,14.8%,0.0%,32.6%,0.0%,15.8%," 148,165 "," 256,669 "," 257,431 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47995, 800 , 230 , 370 , 330 , 80 ,28.8%,46.3%,41.3%,10.0%,100.0%," 43,820 "," 104,417 "," 107,434 ", -   , 110 , -   , 50 , 130 ,38.5%,21.7%,0.0%,33.3%,0.0%,16.3%," 54,350 "," 214,302 "," 221,435 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47468, 650 , 280 , 290 , 320 , 40 ,43.1%,44.6%,49.2%,6.2%,100.0%," 62,213 "," 127,432 "," 128,785 ", -   , 130 , -   , 80 , 150 ,53.3%,28.6%,0.0%,40.6%,0.0%,23.1%," 116,493 "," 280,061 "," 283,031 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46920, 530 , 150 , 220 , 270 , 30 ,28.3%,41.5%,50.9%,5.7%,100.0%," 50,277 "," 72,071 "," 72,692 ", -   , 110 , -   , 30 , 120 ,25.0%,20.0%,0.0%,40.7%,0.0%,22.6%," 103,208 "," 166,792 "," 167,758 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47950, 420 , 120 , 190 , 170 , 40 ,28.6%,45.2%,40.5%,9.5%,100.0%," 47,151 "," 67,515 "," 68,682 ", -   , 40 , -   , -   , 40 ,0.0%,0.0%,0.0%,23.5%,0.0%,9.5%," 94,850 "," 150,550 "," 154,325 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47387, 340 , 120 , 140 , 160 , 30 ,35.3%,41.2%,47.1%,8.8%,100.0%," 44,061 "," 71,264 "," 72,265 ", -   , 40 , -   , -   , 50 ,0.0%,0.0%,0.0%,25.0%,0.0%,14.7%," 75,300 "," 151,500 "," 154,700 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46065," 1,620 ", 480 , 680 , 780 , 150 ,29.6%,42.0%,48.1%,9.3%,100.0%," 65,631 "," 103,697 "," 104,352 ", -   , 290 , -   , 100 , 310 ,32.3%,20.8%,0.0%,37.2%,0.0%,19.1%," 124,048 "," 213,463 "," 214,342 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46076, 750 , 230 , 340 , 350 , 80 ,30.7%,45.3%,46.7%,10.7%,100.0%," 63,886 "," 110,950 "," 111,912 ", -   , 110 , -   , 40 , 120 ,33.3%,17.4%,0.0%,31.4%,0.0%,16.0%," 120,965 "," 236,530 "," 238,380 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47352, 450 , 140 , 180 , 210 , 40 ,31.1%,40.0%,46.7%,8.9%,100.0%," 47,023 "," 65,304 "," 65,693 ", -   , 70 , -   , 20 , 80 ,25.0%,14.3%,0.0%,33.3%,0.0%,17.8%," 90,238 "," 136,763 "," 137,525 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47354, 510 , 180 , 220 , 230 , 40 ,35.3%,43.1%,45.1%,7.8%,100.0%," 46,895 "," 64,357 "," 65,021 ", -   , 60 , -   , 30 , 70 ,42.9%,16.7%,0.0%,26.1%,0.0%,13.7%," 91,600 "," 130,914 "," 133,143 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46986, 880 , 290 , 360 , 410 , 90 ,33.0%,40.9%,46.6%,10.2%,100.0%," 47,393 "," 69,647 "," 70,381 ", -   , 110 , -   , 50 , 130 ,38.5%,17.2%,0.0%,26.8%,0.0%,14.8%," 96,415 "," 154,269 "," 156,415 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47305," 1,430 ", 250 , 910 , 240 , 260 ,17.5%,63.6%,16.8%,18.2%,100.0%," 49,501 "," 73,778 "," 75,125 ", -   , 40 , -   , 30 , 60 ,50.0%,12.0%,0.0%,16.7%,0.0%,4.2%," 86,433 "," 169,983 "," 174,617 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46914," 1,130 ", 280 , 600 , 410 , 90 ,24.8%,53.1%,36.3%,8.0%,100.0%," 46,811 "," 66,822 "," 67,345 ", -   , 130 , -   , 40 , 140 ,28.6%,14.3%,0.0%,31.7%,0.0%,12.4%," 100,036 "," 144,621 "," 145,614 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47940, 700 , 220 , 320 , 320 , 60 ,31.4%,45.7%,45.7%,8.6%,100.0%," 51,700 "," 70,958 "," 71,642 ", -   , 90 , -   , 30 , 100 ,30.0%,13.6%,0.0%,28.1%,0.0%,14.3%," 100,650 "," 157,450 "," 158,720 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47342," 1,260 ", 390 , 570 , 560 , 110 ,31.0%,45.2%,44.4%,8.7%,100.0%," 68,994 "," 120,992 "," 121,839 ", -   , 180 , -   , 50 , 200 ,25.0%,12.8%,0.0%,32.1%,0.0%,15.9%," 136,457 "," 265,419 "," 267,234 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46989," 1,610 ", 530 , 690 , 800 , 110 ,32.9%,42.9%,49.7%,6.8%,100.0%," 80,196 "," 120,284 "," 120,890 ", -   , 260 , -   , 100 , 280 ,35.7%,18.9%,0.0%,32.5%,0.0%,17.4%," 166,552 "," 262,967 "," 263,652 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46150, 370 , 130 , 160 , 170 , 30 ,35.1%,43.2%,45.9%,8.1%,100.0%," 47,248 "," 72,989 "," 73,622 ", -   , 50 , -   , 20 , 60 ,33.3%,15.4%,0.0%,29.4%,0.0%,16.2%," 99,283 "," 172,367 "," 173,650 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46919," 1,040 ", 340 , 420 , 480 , 120 ,32.7%,40.4%,46.2%,11.5%,100.0%," 44,728 "," 108,059 "," 108,744 ", -   , 150 , -   , 40 , 150 ,26.7%,11.8%,0.0%,31.3%,0.0%,14.4%," 61,177 "," 226,362 "," 227,646 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47384, 970 , 290 , 420 , 440 , 110 ,29.9%,43.3%,45.4%,11.3%,100.0%," 52,528 "," 69,571 "," 69,985 ", -   , 140 , -   , 40 , 150 ,26.7%,13.8%,0.0%,31.8%,0.0%,15.5%," 105,520 "," 151,040 "," 151,833 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47967, 340 , 90 , 150 , 170 , 30 ,26.5%,44.1%,50.0%,8.8%,100.0%," 53,906 "," 72,319 "," 72,693 ", -   , 50 , -   , -   , 50 ,0.0%,0.0%,0.0%,29.4%,0.0%,14.7%," 103,280 "," 157,940 "," 158,460 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46031," 1,130 ", 350 , 490 , 510 , 90 ,31.0%,43.4%,45.1%,8.0%,100.0%," 75,981 "," 108,068 "," 109,134 ", -   , 200 , -   , 70 , 210 ,33.3%,20.0%,0.0%,39.2%,0.0%,18.6%," 154,324 "," 226,072 "," 227,909 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46049, 390 , 120 , 180 , 170 , 40 ,30.8%,46.2%,43.6%,10.3%,100.0%," 49,621 "," 68,586 "," 69,190 ", -   , 50 , -   , -   , 60 ,0.0%,0.0%,0.0%,29.4%,0.0%,15.4%," 91,083 "," 142,917 "," 144,267 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46162, 260 , 70 , 90 , 130 , -   ,26.9%,34.6%,50.0%,0.0%,100.0%," 49,507 "," 72,308 "," 73,095 ", -   , 70 , -   , 20 , 80 ,25.0%,28.6%,0.0%,53.8%,,30.8%," 122,413 "," 180,388 "," 182,925 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46166," 1,180 ", 300 , 550 , 480 , 120 ,25.4%,46.6%,40.7%,10.2%,100.0%," 51,985 "," 67,614 "," 68,084 ", -   , 120 , -   , 40 , 140 ,28.6%,13.3%,0.0%,25.0%,0.0%,11.9%," 99,436 "," 138,421 "," 139,436 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47456, 590 , 180 , 250 , 260 , 60 ,30.5%,42.4%,44.1%,10.2%,100.0%," 53,515 "," 68,850 "," 69,326 ", -   , 90 , -   , 30 , 100 ,30.0%,16.7%,0.0%,34.6%,0.0%,16.9%," 110,290 "," 146,060 "," 147,010 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46175, 270 , 100 , 130 , 110 , 30 ,37.0%,48.1%,40.7%,11.1%,100.0%," 55,072 "," 68,224 "," 68,443 ", -   , 30 , -   , -   , 30 ,0.0%,0.0%,0.0%,27.3%,0.0%,11.1%," 101,033 "," 129,367 "," 129,367 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47232," 1,210 ", 350 , 510 , 560 , 120 ,28.9%,42.1%,46.3%,9.9%,100.0%," 77,216 "," 100,878 "," 101,570 ", -   , 200 , -   , 50 , 210 ,23.8%,14.3%,0.0%,35.7%,0.0%,17.4%," 157,758 "," 205,589 "," 206,756 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47338," 1,260 ", 370 , 540 , 560 , 140 ,29.4%,42.9%,44.4%,11.1%,100.0%," 51,515 "," 68,404 "," 69,028 ", -   , 140 , -   , 50 , 160 ,31.3%,13.5%,0.0%,25.0%,0.0%,12.7%," 108,456 "," 148,794 "," 150,538 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47952," 1,130 ", 380 , 500 , 530 , 100 ,33.6%,44.2%,46.9%,8.8%,100.0%," 47,711 "," 71,316 "," 71,915 ", -   , 110 , -   , 40 , 120 ,33.3%,10.5%,0.0%,20.8%,0.0%,10.6%," 90,692 "," 159,850 "," 161,592 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46165, 720 , 220 , 340 , 340 , 40 ,30.6%,47.2%,47.2%,5.6%,100.0%," 74,780 "," 129,221 "," 130,830 ", -   , 140 , -   , 50 , 160 ,31.3%,22.7%,0.0%,41.2%,0.0%,22.2%," 152,000 "," 288,779 "," 292,275 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47360, 700 , 220 , 270 , 350 , 60 ,31.4%,38.6%,50.0%,8.6%,100.0%," 48,047 "," 70,657 "," 71,358 ", -   , 100 , -   , 30 , 110 ,27.3%,13.6%,0.0%,28.6%,0.0%,15.7%," 101,391 "," 161,955 "," 163,755 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47990, 850 , 240 , 390 , 360 , 90 ,28.2%,45.9%,42.4%,10.6%,100.0%," 49,960 "," 70,088 "," 70,713 ", -   , 120 , -   , 40 , 130 ,30.8%,16.7%,0.0%,33.3%,0.0%,15.3%," 97,162 "," 155,692 "," 157,477 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47383," 1,380 ", 440 , 590 , 630 , 130 ,31.9%,42.8%,45.7%,9.4%,100.0%," 77,089 "," 115,258 "," 116,420 ", -   , 210 , -   , 60 , 230 ,26.1%,13.6%,0.0%,33.3%,0.0%,16.7%," 157,602 "," 246,016 "," 248,591 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46988, 390 , 110 , 180 , 170 , 30 ,28.2%,46.2%,43.6%,7.7%,100.0%," 46,918 "," 68,420 "," 69,403 ", -   , 30 , -   , -   , 40 ,0.0%,0.0%,0.0%,17.6%,0.0%,10.3%," 85,425 "," 140,625 "," 142,450 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47926, 510 , 150 , 220 , 220 , 50 ,29.4%,43.1%,43.1%,9.8%,100.0%," 52,043 "," 71,219 "," 71,628 ", -   , 60 , -   , 30 , 70 ,42.9%,20.0%,0.0%,27.3%,0.0%,13.7%," 102,514 "," 161,729 "," 162,571 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46978, 980 , 310 , 430 , 430 , 90 ,31.6%,43.9%,43.9%,9.2%,100.0%," 48,704 "," 69,188 "," 69,891 ", -   , 120 , -   , 50 , 140 ,35.7%,16.1%,0.0%,27.9%,0.0%,14.3%," 94,593 "," 149,879 "," 151,507 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46051," 1,470 ", 400 , 690 , 560 , 180 ,27.2%,46.9%,38.1%,12.2%,100.0%," 70,956 "," 97,439 "," 98,208 ", -   , 230 , -   , 60 , 260 ,23.1%,15.0%,0.0%,41.1%,0.0%,17.7%," 136,238 "," 194,331 "," 195,775 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47954," 1,060 ", 290 , 440 , 460 , 130 ,27.4%,41.5%,43.4%,12.3%,100.0%," 45,702 "," 121,191 "," 122,070 ", -   , 160 , -   , 50 , 170 ,29.4%,17.2%,0.0%,34.8%,0.0%,16.0%," 59,310 "," 262,757 "," 264,237 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46926, 790 , 250 , 310 , 380 , 70 ,31.6%,39.2%,48.1%,8.9%,100.0%," 48,366 "," 66,010 "," 66,445 ", -   , 90 , -   , 30 , 110 ,27.3%,12.0%,0.0%,23.7%,0.0%,13.9%," 93,136 "," 137,845 "," 138,445 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46929," 1,520 ", 450 , 690 , 680 , 160 ,29.6%,45.4%,44.7%,10.5%,100.0%," 60,827 "," 118,395 "," 120,024 ", -   , 200 , -   , 80 , 210 ,38.1%,17.8%,0.0%,29.4%,0.0%,13.8%," 105,294 "," 255,236 "," 259,042 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47955, 490 , 160 , 210 , 210 , 40 ,32.7%,42.9%,42.9%,8.2%,100.0%," 50,094 "," 67,186 "," 67,573 ", -   , 70 , -   , 30 , 70 ,42.9%,18.8%,0.0%,33.3%,0.0%,14.3%," 97,486 "," 141,486 "," 142,271 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47959," 1,260 ", 330 , 600 , 460 , 190 ,26.2%,47.6%,36.5%,15.1%,100.0%," 51,623 "," 70,708 "," 71,562 ", -   , 90 , -   , 40 , 110 ,36.4%,12.1%,0.0%,19.6%,0.0%,8.7%," 93,027 "," 153,273 "," 156,373 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46057, 510 , 140 , 230 , 220 , 60 ,27.5%,45.1%,43.1%,11.8%,100.0%," 48,094 "," 70,414 "," 70,864 ", -   , 70 , -   , 30 , 80 ,37.5%,21.4%,0.0%,31.8%,0.0%,15.7%," 93,688 "," 160,988 "," 161,363 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46172," 1,120 ", 310 , 510 , 470 , 110 ,27.7%,45.5%,42.0%,9.8%,100.0%," 47,493 "," 118,926 "," 119,718 ", -   , 150 , -   , 50 , 170 ,29.4%,16.1%,0.0%,31.9%,0.0%,15.2%," 63,923 "," 258,788 "," 259,978 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47355," 1,240 ", 370 , 590 , 490 , 110 ,29.8%,47.6%,39.5%,8.9%,100.0%," 44,040 "," 107,846 "," 108,591 ", -   , 110 , -   , 50 , 130 ,38.5%,13.5%,0.0%,22.4%,0.0%,10.5%," 52,945 "," 225,280 "," 226,498 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47386, 580 , 200 , 250 , 280 , 50 ,34.5%,43.1%,48.3%,8.6%,100.0%," 49,019 "," 69,264 "," 69,854 ", -   , 90 , -   , 30 , 100 ,30.0%,15.0%,0.0%,32.1%,0.0%,17.2%," 104,760 "," 153,370 "," 154,790 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47283," 1,700 ", 460 , 770 , 710 , 190 ,27.1%,45.3%,41.8%,11.2%,100.0%," 44,928 "," 108,109 "," 108,642 ", -   , 190 , -   , 50 , 210 ,23.8%,10.9%,0.0%,26.8%,0.0%,12.4%," 58,505 "," 225,699 "," 226,549 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46161," 1,210 ", 360 , 540 , 530 , 130 ,29.8%,44.6%,43.8%,10.7%,100.0%," 71,637 "," 131,176 "," 131,853 ", -   , 190 , -   , 70 , 200 ,35.0%,19.4%,0.0%,35.8%,0.0%,16.5%," 141,747 "," 297,189 "," 298,369 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47968, 500 , 150 , 230 , 210 , 50 ,30.0%,46.0%,42.0%,10.0%,100.0%," 51,981 "," 72,478 "," 73,030 ", -   , 80 , -   , 30 , 90 ,33.3%,20.0%,0.0%,38.1%,0.0%,18.0%," 114,778 "," 174,089 "," 175,389 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47234, 710 , 210 , 320 , 330 , 60 ,29.6%,45.1%,46.5%,8.5%,100.0%," 45,450 "," 127,742 "," 128,620 ", -   , 110 , -   , 40 , 120 ,33.3%,19.0%,0.0%,33.3%,0.0%,16.9%," 56,865 "," 284,795 "," 286,715 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46104, 440 , 130 , 180 , 210 , 40 ,29.5%,40.9%,47.7%,9.1%,100.0%," 49,212 "," 66,051 "," 66,726 ", -   , 50 , -   , -   , 60 ,0.0%,0.0%,0.0%,23.8%,0.0%,13.6%," 97,967 "," 132,283 "," 133,817 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46105, 920 , 270 , 370 , 420 , 100 ,29.3%,40.2%,45.7%,10.9%,100.0%," 51,116 "," 68,576 "," 69,140 ", -   , 160 , -   , 50 , 180 ,27.8%,18.5%,0.0%,38.1%,0.0%,19.6%," 106,106 "," 147,922 "," 149,350 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47385, 800 , 240 , 380 , 330 , 70 ,30.0%,47.5%,41.3%,8.8%,100.0%," 49,684 "," 69,112 "," 69,532 ", -   , 110 , -   , 30 , 120 ,25.0%,12.5%,0.0%,33.3%,0.0%,15.0%," 98,975 "," 146,550 "," 147,433 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46915, 370 , 130 , 180 , 140 , 30 ,35.1%,48.6%,37.8%,8.1%,100.0%," 45,094 "," 61,972 "," 62,510 ", -   , 40 , -   , -   , 50 ,0.0%,0.0%,0.0%,28.6%,0.0%,13.5%," 87,220 "," 122,720 "," 123,620 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47368," 1,330 ", 400 , 600 , 550 , 160 ,30.1%,45.1%,41.4%,12.0%,100.0%," 60,931 "," 110,569 "," 111,323 ", -   , 130 , -   , 50 , 150 ,33.3%,12.5%,0.0%,23.6%,0.0%,11.3%," 106,679 "," 232,683 "," 234,208 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46171, 830 , 270 , 350 , 410 , 60 ,32.5%,42.2%,49.4%,7.2%,100.0%," 52,648 "," 68,385 "," 68,874 ", -   , 130 , -   , 40 , 140 ,28.6%,14.8%,0.0%,31.7%,0.0%,16.9%," 109,943 "," 141,050 "," 142,243 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,47949, 620 , 200 , 270 , 270 , 70 ,32.3%,43.5%,43.5%,11.3%,100.0%," 48,697 "," 68,876 "," 69,319 ", -   , 80 , -   , 30 , 90 ,33.3%,15.0%,0.0%,29.6%,0.0%,14.5%," 97,667 "," 146,400 "," 147,089 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46950, 300 , 110 , 130 , 140 , 30 ,36.7%,43.3%,46.7%,10.0%,100.0%," 44,651 "," 65,121 "," 65,811 ", -   , 40 , -   , -   , 50 ,0.0%,0.0%,0.0%,28.6%,0.0%,16.7%," 76,200 "," 121,500 "," 122,660 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46117, 310 , 100 , 130 , 150 , 40 ,32.3%,41.9%,48.4%,12.9%,100.0%," 52,170 "," 70,385 "," 70,900 ", -   , 60 , -   , 20 , 70 ,28.6%,20.0%,0.0%,40.0%,0.0%,22.6%," 109,643 "," 149,643 "," 150,829 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46180, 500 , 160 , 210 , 230 , 50 ,32.0%,42.0%,46.0%,10.0%,100.0%," 51,496 "," 68,172 "," 68,928 ", -   , 80 , -   , 20 , 90 ,22.2%,12.5%,0.0%,34.8%,0.0%,18.0%," 113,511 "," 143,667 "," 144,944 "
Indianapolis IN,527,1,3,35,0,13,0,54,70,26," 1,089,700 ",36,46149," 1,020 ", 300 , 450 , 470 , 80 ,29.4%,44.1%,46.1%,7.8%,100.0%," 75,498 "," 110,015 "," 110,992 ", -   , 210 , -   , 60 , 240 ,25.0%,20.0%,0.0%,44.7%,0.0%,23.5%," 155,342 "," 231,175 "," 232,825 "
